,cid,peak_ra,peak_decl,nepoch,official_name,type_dr,smp_peakmag_r,smp_mjd_peakmag_r,smp_nepoch_snr5_r,n_SNspec,n_GALspec,z_best_with_BOSS_HELIO,z_best_err_with_BOSS_HELIO,z_best_with_BOSS_CMB,z_best_err_with_BOSS_CMB,x0,x0err,x1,x1err,c,cerr,pkmjd,pkmjderr,mu,muerr,fitprob,chi2,ndof,delta,deltaerr,av,averr,pkmjd.1,pkmjderr.1,mu.1,muerr.1,fitprob.1,chi2.1,ndof.1,pz_ia,ztp1A_logprob,ztp1A_lc_quality,pz_ibc,ztp1BC_logprob,ztp1BC_lc_quality,pz_ii,ztp2_logprob,ztp2_lc_quality,Nnnz,Pnnz_Ia,Pnnz_Ibc,Pnnz_II,ztp1a_z_moment1,ztp1a_z_moment2),ztp1a_dm_moment1,ztp1a_dm_moment2),ztp1a_av_moment1,ztp1a_av_moment2),ztp1a_tmax_moment1,ztp1a_tmax_moment2),ztp1bc_dm15,ztp2_dm15,x0.1,x0err.1,x1.1,x1err.1,c.1,cerr.1,pkmjd.2,pkmjderr.2,zphot,zphoterr,fitprob.2,chi2.2,ndof.2,p_ia,tp1A_logprob,tp1A_lc_quality,p_ibc,tp1BC_logprob,tp1BC_lc_quality,p_ii,tp2_logprob,tp2_lc_quality,Nnn,Pnn_Ia,Pnn_Ibc,Pnn_II,tp1a_z_moment1,tp1a_z_moment2),tp1a_dm_moment1,tp1a_dm_moment2),tp1a_av_moment1,tp1a_av_moment2),tp1a_tmax_moment1,tp1a_tmax_moment2),tp1bc_dm15,tp2_dm15,host_objid_dr8,ra,decl,host_sep_DR8,host_DLR_DR8,z,zErr,z.1,zErr.1,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,logMass_Ravi,logMass_lo_Ravi,logMass_hi_Ravi,logSSFR_Ravi,logSSFR_lo_Ravi,logSSFR_hi_Ravi,age_Ravi,age_lo_Ravi,age_hi_Ravi,minredchi2_Ravi,logMass_Mat,logMass_lo_Mat,logMass_hi_Mat,logSFR_Mat,logSFR_lo_Mat,logSFR_hi_Mat,age_Mat,minchi2_Mat,dr_notes,is_snia,is_snii,is_snib,is_uk
9586,20626,8.475764999999999,-0.5930340000000001,6,\N,zSNII,21.595,54423.2,4,0,0,0.27634899999999996,1.6e-05,0.274884,1.6e-05,3.5304e-05,2.52e-06,2.7788,1.1307,-0.0117,0.059,54420.1,0.83,41.6539,0.3134,0.28,50,45,-0.4819,0.2532,0.4506,0.1916,54417.2,0.64,41.2912,0.2178,0.353,39.6,37,0.9998,-0.36960,60,0.0002,-1.17780,60,0.0000,-3.23140,60,\N,\N,\N,\N,0.26514,0.0465832587146382,0.66100,0.0660302971160943,0.36100,0.344005814645938,54420.461,1.20995867146302,3.00,1.00,3.462e-05,2.66e-06,2.5391,1.0988,0.0367,0.1137,54419.6,1.16,0.2553,0.0632,0.417,25.8,25,0.9996,-0.34010,60,0.0004,-0.86330,60,0.0000,-3.75700,44,226,0.2522,0.0354,0.7124,0.17419,0.0408656338129467,0.65900,0.0630079357030129,0.67600,0.421995269444921,54419.629,0.970051537157285,306.00,308.00,1237657190372016472,8.4759168625,-0.5929852724,0.48044,0.42331,0.259587,0.040881,0.246762,0.0596026,21.1035,0.152931,20.0974,0.0270862,19.3143,0.0203944,19.0235,0.0225213,18.7379,0.0614047,10.4474,10.3775,10.5309,-10.0648,-10.2665,-9.9646,3.0981,2.0551,4.8977,0.6221,10.3790,10.3630,10.7360,1.0250,0.9220,1.1890,1.6000,8.4800,\N,0,1,0,0
9599,20658,-2.73412,0.768365,2,\N,zSNII,22.099,54433.2,0,0,0,0.097288,2.4e-05,0.095957,2.4e-05,1.0058e-05,3.14e-06,0.8877,2.4779,0.4654,0.2504,54356.1,2.76,41.2942,0.7847,0.427,36.9,36,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0013,-0.91360,59,0.0102,-0.65560,63,0.9885,-0.30720,63,250,0.0000,0.0160,0.9840,0.15542,0.110090871950061,0.67300,0.104976188217544,1.19500,1.41899966761321,54359.898,2.0700241175919,303.00,305.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0065,-0.83560,59,0.0179,-0.64400,63,0.9756,-0.30020,63,17,0.0000,0.0588,0.9412,0.28320,0.070498227817923,0.67600,0.104019231070181,1.38200,0.607000812174899,54360.750,3.63001378038381,303.00,305.00,1237657191977779380,357.2660217285,0.7682470679,0.60323,0.46125,0.088786,0.011677,0.0877402,0.0160655,20.4949,0.0969076,18.6676,0.0110846,17.7781,0.00783844,17.3882,0.00817975,17.0874,0.0179079,10.4522,10.3918,10.5294,-15.1155,-39.9975,-11.7751,7.5192,5.5271,9.5178,0.3217,10.2710,10.2610,10.2800,-99.0000,-99.0000,-99.0000,3.5000,24.5700,\N,0,1,0,0
9603,20663,16.452276,0.8206899999999999,5,\N,zSNIa,21.49,54416.3,3,0,0,0.29956900000000003,3.1e-05,0.298164,3.1e-05,4.6844e-05,3.23e-06,0.234,1.7355,-0.0468,0.0685,54419.9,1.92,40.9888,0.3311,0.975,17.5,31,-0.2464,0.2114,0.335,0.1917,54419,0.55,41.0242,0.2131,0.966,18.3,31,0.9988,-0.00350,60,0.0012,-0.05800,44,0.0000,-0.25030,60,\N,\N,\N,\N,0.31905,0.0367423466182786,0.92800,0.188997349666249,0.16500,0.241991733061061,54420.289,1.47986487802788,3.00,1.00,4.3926e-05,3.79e-06,1.1402,1.5706,0.0474,0.1482,54420,1.55,0.248,0.0838,0.868,14,21,0.9996,-0.00350,60,0.0004,-0.07420,60,0.0000,-0.14870,60,1387,0.9906,0.0058,0.0036,0.32191,0.0448330228549135,0.97600,0.201990102411566,-0.00300,0.293001707130641,54419.941,1.60996894616927,306.00,301.00,1237663204921377321,16.4518795013,0.8206046224,1.50688,1.95963,0.274462,0.066184,0.248177,0.0997587,22.2183,0.360137,21.1587,0.0630161,19.9376,0.0316432,19.4783,0.0348437,19.1231,0.0850243,10.8114,10.6775,10.9243,-10.3199,-10.9452,-10.0723,4.6389,2.9184,6.4930,0.0403,10.6450,10.4560,10.6550,-0.2980,-0.4120,-0.2890,5.0000,1.2100,\N,1,0,0,0
9604,20677,6.924086,1.233225,6,2007qx,SNIc,20.437,54423.2,6,1,0,0.080778,1.9e-05,0.07952100000000001,1.9e-05,7.6817e-05,4.11e-06,0.6631,0.4939,0.5152,0.0439,54421,0.36,38.8853,0.2043,0.115,33.7,25,-0.5005,0.093,1.6493,0.0997,54418.5,0.32,38.7705,0.1158,0.00807,67.2,42,1.0000,-0.00570,60,0.0000,-4.46220,62,0.0000,-6.95470,60,\N,\N,\N,\N,0.08366,0.00707106772255038,0.78900,0.0779743560130653,1.93500,0.170997073455566,54421.449,0.789936714474396,2.00,2.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-0.00520,60,0.0000,-1.44610,62,0.0000,-6.62890,60,171,0.8363,0.0175,0.1462,0.10383,0.00948683305241468,0.79500,0.0749666589399201,1.86700,0.186010754604417,54421.629,0.749666576976044,304.00,302.00,1237678434328248343,6.9245777130,1.2323976755,3.45777,1.18563,0.07288,0.019718,0.0810743,0.020796,18.6042,0.043631,17.3205,0.00618032,16.7585,0.00541505,16.4222,0.00555408,16.2283,0.0172058,10.4494,10.3983,10.4858,-10.3447,-10.5150,-10.1870,5.1371,3.7338,6.8775,0.4391,10.3300,10.1150,10.7070,0.5940,0.1380,0.9630,2.5000,127.4000,\N,0,0,0,0
9605,20678,17.505602,1.23586,4,\N,zSNIa,21.36,54416.3,4,1,0,0.205733,1.9e-05,0.204442,1.9e-05,6.9581e-05,4.18e-06,-4.2981,0.7159,-0.2114,0.0643,54416.4,0.53,40.2204,0.2859,0.102,41.3,31,-0.3681,0.2625,0.2791,0.1757,54419.5,2,40.9475,0.1992,0.00387,54.7,30,0.8555,-0.39360,60,0.0000,-2.53460,44,0.1445,-0.47630,44,\N,\N,\N,\N,0.19237,0.0264575126389567,1.66500,0.0479583157652193,-0.26100,0.253001979674069,54416.641,0.46043457461034,4.00,4.00,7.1264e-05,5.06e-06,-4.0276,0.5642,-0.1385,0.0895,54415.7,0.43,0.0556,0.0309,0.0542,34.8,23,0.2302,-0.38720,62,0.0003,-0.88940,60,0.7695,-0.25340,44,-1,-1.0000,-1.0000,-1.0000,0.11855,0.0151657510563654,1.66000,0.0499999994412064,0.08700,0.234008550270687,54415.922,0.409878027875396,307.00,308.00,1237678617425477967,17.5052852631,1.2352986336,2.27432,1.41013,0.212499,0.031751,0.204917,0.0467474,19.9,0.0697432,19.0576,0.017394,18.4074,0.0152928,18.1306,0.0144654,18.0028,0.0445077,10.4954,10.4279,10.5702,-10.2251,-10.3698,-10.0803,4.3664,2.8778,6.0130,0.1195,10.4490,10.4400,10.6140,1.0950,1.0160,1.1030,1.6000,5.9300,\N,1,0,0,0
9607,20680,-4.097101,1.117153,2,\N,Unknown,22.18,54412.2,0,0,0,0.674983,0.000173,0.6729430000000001,0.000173,1.5938e-05,1.55e-06,5,0.4186,-0.2051,0.056,54371.2,0.12,43.4852,0.2957,6.48e-22,250.9,71,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9993,-4.80970,60,0.0007,-6.15800,62,0.0000,-7.50030,60,\N,\N,\N,\N,0.29305,0.0350713565834157,0.61100,0.0230217292867604,0.46400,0.259999994085385,54404.020,1.10995495103373,2.00,1.00,1.4462e-05,2.66e-06,5,0.4494,0.6721,0.1544,54370.2,1.06,0,0.0278,1.13e-08,98.4,32,0.0002,-1.53460,62,0.0000,-3.18840,63,0.9998,-0.46340,63,595,0.0000,0.0017,0.9983,0.27291,0.0639531073832354,0.61600,0.0250998012761581,-0.06800,0.457001090073485,54403.711,1.17004271633062,304.00,302.00,1237656909037633835,355.9028930664,1.1171246767,0.20005,0.26924,0.094792,0.020124,0.0917288,0.0493833,20.9937,0.107304,20.6412,0.0292555,20.6128,0.0407756,20.3175,0.0489491,20.388,0.189199,10.1171,10.0713,10.1267,-9.6665,-9.7449,-9.5062,0.2932,0.2914,0.2979,3.3972,9.7800,9.6190,9.9480,1.4780,1.3280,1.6580,0.1400,4.8800,\N,0,0,0,1
9609,20683,6.1477900000000005,1.123337,2,\N,Unknown,22.54,54386.3,0,0,0,0.37483,3.6e-05,0.373223,3.6e-05,1.2501e-05,1.39e-06,5,0.4,-0.366,0.0708,54400.4,1.4,44.2197,0.3488,0.0419,63.8,46,-0.6259,0.1114,-1.0031,0.2874,54395.3,1.45,44.3811,0.4699,0.000166,88.5,46,0.0001,-2.77730,62,0.9999,-0.92810,63,0.0000,-2.82390,62,\N,\N,\N,\N,0.24843,0.039749214333385,0.61500,0.0240831890044472,-0.21600,0.280998223248223,54397.441,1.68997039814141,4.00,4.00,1.5792e-05,2.14e-06,4.3654,0.5481,-0.2412,0.1306,54396.9,2.08,0.2484,0.0808,0.0646,47.3,34,0.0034,-1.54820,62,0.0000,-3.50310,63,0.9966,-0.63450,63,595,0.0000,0.0000,1.0000,0.24653,0.0402492235385373,0.61600,0.0250998012761581,-0.20300,0.287001738840411,54397.250,1.4899664521761,304.00,305.00,1237678434864857353,6.1477761269,1.1233074665,0.19593,0.19115,0.294297,0.045215,0.27932,0.153567,21.7563,0.198737,20.9602,0.0444853,20.1532,0.0313904,19.7273,0.0324441,19.2871,0.0679187,10.6730,10.5802,10.7354,-10.3747,-10.5555,-10.2299,5.8043,5.1208,6.1004,2.4525,10.7640,10.4140,10.9300,1.1700,0.8130,1.1970,7.0000,11.3400,\N,0,0,0,1
9610,20685,14.294245000000002,1.2401799999999998,2,\N,zSNIa,21.959,54396.2,3,0,0,0.42203999999999997,8.8e-05,0.420471,8.8e-05,2.172e-05,1.82e-06,-0.3081,0.8155,-0.1174,0.0785,54403.3,0.37,41.9317,0.314,0.944,37.7,53,0.0029,0.2949,0.0506,0.3551,54402.9,0.92,42.0277,0.3664,0.973,35.8,54,0.9802,-0.00740,62,0.0195,-0.01730,60,0.0003,-0.08250,62,\N,\N,\N,\N,0.39904,0.0763544376881531,1.20900,0.19000000037645,0.09300,0.374005349620767,54402.121,1.40996455107423,3.00,1.00,2.0991e-05,3.59e-06,-0.6568,1.2549,0.2131,0.253,54401.6,1.65,0.2679,0.1232,0.987,21.2,38,0.9967,-0.00610,62,0.0033,-0.05160,62,0.0000,-0.30100,62,301,0.9402,0.0598,0.0000,0.39665,0.075432088794939,1.19000,0.184010873898902,0.26100,0.377001329413329,54402.172,1.31984847000992,306.00,308.00,1237678617424102134,14.2941026688,1.2405614853,1.46637,2.28059,0.316839,0.133805,0.353696,0.118363,23.2754,0.607879,23.3301,0.295011,21.9618,0.121187,21.9339,0.177318,21.7367,0.477554,9.8338,9.6248,10.0577,-9.9880,-10.2075,-9.8590,2.4102,1.3012,4.2034,0.4971,9.3650,9.2130,9.4950,0.0570,-0.1650,0.3520,0.8000,1.3700,\N,1,0,0,0
9612,20687,16.718126,1.154068,6,2007ri,SNIa,20.789,54416.3,3,2,0,0.19153599999999998,2.2e-05,0.19025,2.2e-05,8.3356e-05,4.04e-06,-0.6456,0.9301,0.1339,0.0484,54421,0.86,39.6752,0.2336,0.142,31.4,24,-0.1094,0.297,0.6502,0.1955,54420.8,0.44,39.8584,0.1634,4.53e-05,70.2,30,1.0000,-0.40560,60,0.0000,-3.73750,60,0.0000,-5.96260,60,\N,\N,\N,\N,0.17315,0.0314642649898662,1.18200,0.127984377404037,0.95100,0.354005653113955,54420.090,0.709929579681134,3.00,1.00,7.5812e-05,7.46e-06,-0.1051,0.9271,0.2575,0.1644,54420.9,1.13,0.1187,0.1066,0.162,17.9,13,1.0000,-0.21320,60,0.0000,-2.68400,60,0.0000,-2.91010,60,275,0.9855,0.0109,0.0036,0.08570,0.010954451011737,1.15100,0.128996124148362,1.24800,0.246008131483061,54419.320,0.689927540374534,306.00,302.00,1237666340799643790,16.7178745270,1.1538830996,1.13368,0.71831,0.198916,0.02165,0.182755,0.0434126,20.1315,0.0862974,18.9496,0.0129171,18.0557,0.00893122,17.6495,0.00932405,17.3585,0.0232846,10.9762,10.9068,11.0351,-10.3987,-10.6965,-10.1537,5.4530,3.6486,7.2422,0.0539,10.7720,10.6460,10.8300,0.7090,-0.1460,0.7160,3.5000,12.3900,\N,1,0,0,0
9622,20703,-5.894376,-0.10955,3,\N,zSNII,21.863000000000003,54431.2,0,0,0,0.61158,3.4e-05,0.609614,3.4e-05,1.8184e-05,2.46e-06,-1.3675,0.3212,-0.4844,0.0377,54366.3,0.44,43.0066,0.3014,5.53e-06,136,71,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0000,-4.88940,63,0.0004,-3.80410,59,0.9996,-2.46850,59,\N,\N,\N,\N,0.26156,0.259268205557095,0.83300,0.44600448049232,1.27000,0.444004496947919,54369.129,1.26015874362233,4.00,3.00,2.3052e-05,3.32e-06,4.008,0.8075,0.0433,0.1784,54356.2,2.06,0.0544,0.0506,0.187,28.8,23,0.0000,-0.64020,3,0.0000,-0.44130,51,1.0000,-0.01140,51,6,0.0000,0.0000,1.0000,0.65590,0.0438178040469479,1.38300,0.327001532978291,3.00000,0,54306.051,2.17002306684197,307.00,305.00,1237657190902595874,354.1056518555,-0.1095887795,0.20813,0.31275,0.396138,0.101712,0.252444,0.224501,21.2909,0.122698,20.7269,0.034123,20.2774,0.0317919,19.7787,0.0276224,19.5305,0.0861596,10.6970,10.5758,10.8254,-9.8464,-9.9111,-9.7114,1.5547,1.0137,2.1445,2.7389,10.7380,10.5750,10.8730,1.6760,1.3530,1.7130,2.5000,4.6600,\N,0,1,0,0
9623,20704,-4.4442699999999995,-0.023005,3,\N,zSNIa,22.315,54406.2,1,0,0,0.314735,0.000148,0.313136,0.000148,2.2767e-05,2.1e-06,-5,1.8991,-0.0632,0.1116,54410.6,0.8,40.8728,0.4919,0.999,18.2,40,0.2135,0.4598,0.5015,0.4615,54411.5,0.06,41.3752,0.373,0.971,24.9,40,0.9833,-0.00660,62,0.0154,-0.02730,60,0.0013,-0.06500,60,\N,\N,\N,\N,0.26279,0.0863712914888013,1.51200,0.196010201729972,0.95300,0.700000006811959,54410.230,1.21983606902155,3.00,4.00,1.6306e-05,2.96e-06,-3.2487,1.4597,0.2502,0.2917,54410.2,1.26,0.1827,0.1103,0.718,22.4,27,0.9249,-0.00350,62,0.0733,-0.00520,60,0.0018,-0.02690,44,101,0.8416,0.0891,0.0693,0.10601,0.0303315021127308,1.50400,0.191989583941761,1.49700,0.574995644179722,54409.391,0.900000001324548,307.00,308.00,1237657190903251579,355.5556640625,-0.0228684787,0.62830,0.67606,0.397603,0.025615,0.33025,0.0541078,22.3249,0.360668,22.0107,0.12379,20.3696,0.044312,19.7913,0.0372696,19.281,0.0938922,10.9835,10.8168,11.1555,-11.3859,-21.3496,-10.6224,6.2289,4.1237,8.1543,1.2183,10.8280,10.4340,10.8540,-99.0000,-99.0000,-99.0000,10.0000,6.5100,\N,1,0,0,0
9625,20707,2.663916,-0.052756,4,\N,Unknown,27.1,54393.3,0,0,0,0.038810000000000004,1.4999999999999999e-05,0.037577,1.4999999999999999e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.6590,-48.52720,4,0.1647,-48.52720,4,0.1763,-48.52720,4,-1,-1.0000,-1.0000,-1.0000,0.34874,0.218449079072949,1.49300,0.21099763472246,-0.44700,0.463001077085317,54451.281,1.37985508074907,303.00,301.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.6157,-48.52580,12,0.1894,-48.52720,4,0.1949,-48.52720,4,-1,-1.0000,-1.0000,-1.0000,0.45340,0.186198815874894,1.26600,0.366005455861049,2.99900,0.296006752559765,54447.898,3.78998684963874,304.00,305.00,1237657190906396787,2.6639382839,-0.0528883561,0.27714,0.04318,0.063994,0.026075,0.0581365,0.0217264,16.238,0.0105888,14.9295,0.00244441,14.3498,0.00227396,14.0468,0.00233324,13.8307,0.00449173,10.7840,10.7339,10.8192,-10.5043,-10.7946,-10.2625,6.2728,4.5440,8.0834,0.0477,10.5410,10.4800,10.6510,0.4670,0.3990,0.9150,2.0000,712.7000,\N,0,0,0,1
9627,20709,3.9127110000000003,-0.166735,4,\N,zSNIa,22.039,54412.2,2,0,0,0.39055700000000004,3.9e-05,0.388917,3.9e-05,2.3506e-05,2.09e-06,-0.9916,1.6707,0.0365,0.0995,54417.3,1.76,41.272,0.3557,0.993,17.7,35,-0.0578,0.3667,0.606,0.3395,54417.8,0.05,41.2297,0.3282,0.997,16.8,36,0.9588,0.00000,60,0.0283,0.00000,44,0.0129,0.00000,60,\N,\N,\N,\N,0.41125,0.10492854497647,1.30000,0.271992653568717,0.40800,0.507996071133852,54416.660,1.67988095611055,1.00,1.00,2.0842e-05,4.08e-06,-0.8188,1.9048,0.2657,0.2489,54416.7,1.66,0.2878,0.1136,0.992,10.6,24,0.9717,0.00000,60,0.0154,0.00000,44,0.0128,0.00000,44,118,0.5763,0.4068,0.0169,0.41639,0.0954463199107372,1.28200,0.274007298924867,0.53600,0.468998938262405,54416.840,1.8000000026491,303.00,301.00,1237657190906921492,3.9127671719,-0.1670646071,1.17186,0.79820,0.321482,0.067167,0.220923,0.0846836,21.7198,0.287158,20.9699,0.0666176,19.8825,0.0461559,19.3938,0.0379072,19.0592,0.101141,10.9239,10.8144,11.0246,-10.2904,-10.6805,-10.1014,5.0322,3.1023,6.0878,0.0357,10.8520,10.7830,10.9110,0.7890,0.7070,0.8840,3.5000,0.6200,\N,1,0,0,0
9646,20745,-1.282967,0.279028,2,\N,zSNIa,22.691999999999997,54433.2,0,0,0,0.6296470000000001,0.00016,0.627681,0.00016,8.5884e-06,1.27e-06,1.2579,1.1689,-0.3969,0.0737,54403.9,1.03,44.0403,0.3547,0.998,25.8,50,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.8338,-0.21320,62,0.0124,-0.39790,62,0.1538,-0.21470,60,\N,\N,\N,\N,0.26572,0.0517687156277379,0.73200,0.134014927464089,0.43200,0.406004923477058,54400.391,2.0700241175919,2.00,1.00,1.3204e-05,2.07e-06,2.3442,1.5653,-0.0504,0.1914,54400.7,1.82,0.1779,0.1004,0.995,15.8,33,0.9522,0.00000,62,0.0462,-0.00040,63,0.0017,-0.00880,62,413,0.6295,0.0169,0.3535,0.24100,0.0615629757884563,0.73600,0.137003649462433,0.14500,0.494994951617381,54400.211,1.77988763208071,304.00,301.00,1237666408441840260,358.7170104980,0.2789503634,0.29311,0.48244,0.152893,0.030532,0.144096,0.176993,24.149,1.11093,22.1982,0.106167,21.776,0.105074,21.2369,0.088337,20.766,0.247801,10.3045,10.0774,10.5363,-9.8104,-10.0276,-9.6150,1.0658,0.4402,3.2087,2.5451,10.4070,9.7810,10.8730,1.1550,0.7160,1.3250,4.0000,5.9400,\N,1,0,0,0
9648,20748,10.686082,0.291523,2,\N,zSNII,22.586,54358.3,0,0,0,0.42159300000000005,7.7e-05,0.419983,7.7e-05,1.3066e-05,2.19e-06,2.6307,2.1241,-0.2041,0.0914,54422.6,1.86,43.2691,0.538,0.314,35.3,32,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9740,-1.64400,62,0.0248,-2.24340,62,0.0012,-2.84470,62,\N,\N,\N,\N,0.24955,0.0469041574711568,0.61400,0.0240831890044472,0.06100,0.341994146911132,54401.469,2.01990096878685,2.00,4.00,1.1032e-05,1.04e-06,5,0.4368,-0.0557,0.1248,54397.5,0.04,0.238,0.0029,0.00841,64.5,40,0.0038,-0.65960,62,0.0000,-1.65960,63,0.9962,-0.16430,63,684,0.0000,0.0015,0.9985,0.24944,0.0453872238212828,0.61600,0.0250998012761581,0.06400,0.327993900357931,54401.180,1.93002588185562,304.00,302.00,1237657191446741790,10.6861133575,0.2914629877,0.11916,0.13509,0.339486,0.08842,0.315691,0.124597,23.0121,0.640238,21.6872,0.0791122,20.3445,0.0396908,19.6594,0.0307161,19.2122,0.0841016,11.2193,11.0332,11.4024,-10.7871,-12.9890,-10.2293,5.5399,4.1893,7.3147,0.1262,10.8780,10.8470,11.2450,-99.0000,-99.0000,0.0190,3.5000,11.3000,\N,0,1,0,0
9703,20834,15.449152,-0.693625,7,2007rr,SNIa,21.189,54424.2,5,1,0,0.190895,3.4e-05,0.1896,3.4e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9966,-1.91360,12,0.0034,-2.84160,44,0.0000,-9.00970,44,\N,\N,\N,\N,0.30384,0.0288097201547404,1.22800,0.217990826613337,0.01500,0.204009806619342,54423.711,1.46013696942527,3.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9991,-1.69900,60,0.0009,-2.51710,44,0.0000,-3.86330,60,229,0.9389,0.0131,0.0480,0.29143,0.0378153400842207,1.43700,0.170997073455566,-0.19900,0.267001875036778,54422.281,0.889943816040353,306.00,302.00,1237663783130431658,15.4489173889,-0.6935999393,0.92206,1.02617,0.174904,0.011496,0.178991,0.0283317,22.3379,0.392298,19.8146,0.0235438,18.6113,0.0122044,18.1477,0.0115186,17.797,0.0249596,10.9122,10.8485,10.9859,-16.7929,-48.3847,-13.0481,8.9487,5.9487,10.4488,1.0950,10.6580,10.5840,10.7600,-99.0000,-99.0000,-99.0000,4.0000,12.0400,\N,1,0,0,0
9708,20842,6.718814,-1.1945059999999998,4,\N,zSNIa,21.733,54402.3,4,0,0,0.36842199999999997,4.8e-05,0.366836,4.8e-05,3.2972e-05,2.64e-06,-0.1571,0.8931,0.0021,0.0702,54404.8,0.84,41.1562,0.2811,0.854,31.6,41,-0.2253,0.2761,0.5297,0.2542,54404.1,0.85,41.1373,0.2313,0.825,31.6,40,0.9998,-0.00700,60,0.0001,-0.17330,60,0.0000,-0.25180,60,\N,\N,\N,\N,0.16885,0.0685565455095261,0.93200,0.157987341480099,2.00300,0.779999991808182,54403.340,1.13004422497924,3.00,1.00,2.436e-05,5.05e-06,0.6716,1.3114,0.468,0.2315,54403.8,1.08,0.1719,0.0945,0.924,18.1,28,1.0000,-0.00090,62,0.0000,-0.16120,62,0.0000,-0.31880,60,110,0.8273,0.0727,0.1000,0.10116,0.0192353839132728,0.88800,0.157003184794968,2.32700,0.441995480635137,54402.859,1,306.00,302.00,1237663782589694171,6.7190709114,-1.1950751543,2.30103,1.29026,0.294964,0.070794,0.268038,0.106417,22.3426,0.493698,20.789,0.0781744,19.4111,0.0357921,19.0416,0.0360197,18.6742,0.0944282,11.0937,10.8644,11.2454,-10.3018,-11.8436,-9.9518,2.8408,1.9922,4.7689,0.3371,10.8960,10.7900,11.1040,0.0280,-0.0040,0.8090,3.0000,10.4100,\N,1,0,0,0
9709,20844,13.008799,-1.121401,4,\N,zSNIa,21.984,54408.3,4,0,0,0.454329,5e-05,0.452716,5e-05,2.3592e-05,1.94e-06,0.9998,1.6761,0.0053,0.0873,54410.7,1.79,41.7198,0.3512,0.709,30.9,36,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9469,-0.00090,60,0.0004,-0.02460,44,0.0527,-0.00090,60,\N,\N,\N,\N,0.45205,0.0594138039822193,1.04600,0.218997712887618,0.34800,0.271992653568717,54410.309,1.8401086701562,4.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9502,-0.00090,60,0.0205,-0.00130,44,0.0292,-0.00090,44,248,0.9798,0.0202,0.0000,0.45260,0.0775886602825692,1.08700,0.221990988528618,0.11000,0.337001479597692,54409.969,1.89999997239364,306.00,308.00,1237663782592447206,13.0088510513,-1.1214388609,0.36113,0.57750,0.265846,0.053618,0.235825,0.0655903,22.7705,0.389005,21.7324,0.0798424,20.6642,0.0432832,20.1976,0.0411965,20.0395,0.116436,10.6506,10.5237,10.7578,-10.1195,-10.3162,-9.9458,3.4072,1.9036,4.9042,0.3849,10.2920,10.2090,10.5760,0.4120,0.3840,0.8400,1.4000,3.2400,\N,1,0,0,0
9710,20846,13.979382000000001,-1.2467110000000001,2,\N,Unknown,27.5,54408.3,0,0,0,0.045219999999999996,1.9e-05,0.044071,1.9e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9653,-16.48550,4,0.0207,-19.16370,4,0.0140,-19.16370,4,-1,-1.0000,-1.0000,-1.0000,0.01412,0.00547722550586848,0.85800,0.231991377207813,3.00000,0,54435.859,1.5300327055683,304.00,301.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9568,-16.44610,12,0.0221,-19.16370,4,0.0211,-19.16560,19,-1,-1.0000,-1.0000,-1.0000,0.01678,0.00707106772255038,0.90300,0.244008196200131,3.00000,0,54435.449,0.889943816040353,307.00,302.00,1237663782592905250,13.9792585373,-1.2468509674,0.70798,0.29854,0.065335,0.016101,0.0641121,0.0231972,18.9943,0.0435354,16.9744,0.00576638,16.1304,0.00424496,15.7567,0.00421388,15.4265,0.008181,10.4120,10.3514,10.4661,-14.8167,-38.5034,-12.9286,6.6406,5.6735,9.0735,1.6502,10.3290,10.2630,10.6960,-99.0000,-99.0000,-99.0000,4.0000,117.1000,\N,0,0,0,1
